,j_tittle,c_name,company_locations,job_description,Apply_link
125,Accounting Manager,Salary.com,"Waltham, MA",Related to grapgics design,https://www.linkedin.com/jobs/view/accounting-manager-at-salary-com-3997896776?position=9&pageNum=17&refId=B1sGv1J8UjzZ02NzvZ62hQ%3D%3D&trackingId=p2zel7U27RF2DfEtSZH9hg%3D%3D&trk=public_jobs_jserp-result_search-card
126,Software Engineer,Productive Resources LLC,"Springfield, IL","$$$ Springfield, IL - Full TimeProductive Resources (www.productiveresources.com) is seeking a candidate to be part of our engineering team at our customer's facility in Springfield, IL. As a member of our team, the selected candidate will be a Software Engineer and play a pivotal role at our client's facility in implementing cutting-edge software solutions. If you have a passion for coding, a knack for problem-solving, and thrive in a collaborative environment, we invite you to apply. This is an exciting opportunity to contribute to innovative projects while growing your skills in software development.This is a full-time position that is indefinite in duration with the opportunity of professional growth, and additional opportunities within our organization.DutiesImplement software requirements working in a software team.Ensure the requirements are met by carrying out Unit / Integration testing.Create design & test documentation.Follow development process and quality checks by appropriate testing and reviews.Requirements1-5 years of relevant experience.Bachelor's Degree in EE, CE, CS or equivalent.Hands-on experience in working on microcontroller systems, peripheral interfacing such as digital/analog sensors.Experience with version management system such as GitHub.Experience with programming in C and/or C++.Clear verbal and written communication skills.Preferred SkillsExperience with embedded RTOS, firmware design for microcontroller peripherals.Experience with static code checking tool such as Lint.Experience with QT, UI/UX development.Working in Agile methodology.As a condition of employment consideration, Productive Resources conducts pre-employment screening, including a background check and drug test. In addition, an employment candidate is required to provide proof of identity and legal authority to work in the United States.Why work for Productive Resources?Productive Resources is a full-service engineering firm with over two decades of experience serving leading global clients. Our primary focus is on project-based product development and manufacturing engineering support. Our primary industries of focus are off highway equipment including agricultural, construction, defense, mining, recreational, industrial, and specialty machines.We lead with our reputation for quality, teamwork, and innovative solutions which keep our clients engaged as a partner in their journey. Our diverse experience and client base will challenge your technical skills and provide greater opportunity for growth.Our primary delivery center is our Technical Center in Waterloo, IA, as well as numerous customer areas we serve with onsite and remote teams throughout the U.S.We Offer Competitive BenefitsHealth and Dental InsuranceCompany Paid Life InsuranceLong-Term DisabilityShort-term DisabilityRetirement Savings Account (Traditional 401k & Roth 401k)Flexible Spending Plans for Medical Expenses and Dependent CarePaid Time Off (PTO)Equal Opportunity and Veteran FriendlyShow moreShow less",https://www.linkedin.com/jobs/view/software-engineer-at-productive-resources-llc-3994605597?position=1&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=oCxI6n3R3mtZ65I9y0vsQg%3D%3D&trk=public_jobs_jserp-result_search-card
127,Software Engineer,"Pyramid Consulting, Inc","Basking Ridge, NJ","$$$ Immediate need for aSoftware Engineerfor a position in theTelecomIndustry. This is a6+month’s contract opportunity with long-term potential located inBasking Ridge , NJ.Please review the job description below:Job ID: 18-09271Key Responsibilities/ Key Requirements and Technology Experience:2 - 4 years of relevant work experienceAn expert in C++ with exceptional problem solving and debugging skills.Knowledge and experience in at least one freely available game engine, e.g. Unity or Unreal.Experience with a range of 3D game engine systems, such as physics, animation, AI, rendering, etc.Familiarity with some of the many tools and environments used in development. e.g. CMake, Git, Perforce, PIX, RenderDoc, Maya, Max, Unity, Unreal etc.Knowledge of memory management, multi-threading and low-level optimizationsBachelor's degree or higher.Our client is a leadingTelecomIndustry and we are currently interviewing to fill this and other similar contract positions. Qualified candidates should apply online for immediate consideration.Show moreShow less",https://www.linkedin.com/jobs/view/software-engineer-at-pyramid-consulting-inc-3994153165?position=2&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=6PAH2XjWHhJk6wn1sC6aNQ%3D%3D&trk=public_jobs_jserp-result_search-card
128,Software Engineer,"Pyramid Consulting, Inc","Irving, TX",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-at-pyramid-consulting-inc-3994151330?position=3&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=mRDAFNlptSFF4em%2FcCtTQQ%3D%3D&trk=public_jobs_jserp-result_search-card
129,"Senior Software Engineer, Frontend",Brex,"New York, NY",Related to grapgics design,https://www.linkedin.com/jobs/view/senior-software-engineer-frontend-at-brex-3997644134?position=4&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=0fj3HgrhI%2FUFCjPAgzeNLA%3D%3D&trk=public_jobs_jserp-result_search-card
130,"Software Engineer, Product",Meta,"New York, NY",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-product-at-meta-3996381759?position=5&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=N5dHn6QfMfumIa4Qfii2TQ%3D%3D&trk=public_jobs_jserp-result_search-card
131,Associate Software Development Engineer,Delta Air Lines,"Atlanta, GA","$$$ United States, Georgia, AtlantaInformation Technology31-Jul-2024Ref #: 25663How you'll help us Keep Climbing (overview & key responsibilities)Delta's IT department is undergoing a transformation to change the way we do business from top to bottom. We strive to build innovative solutions that deliver impact to our customers. As we grow, we seek new team members eager to collaborate and advance our mission of becoming a best-in-class IT organization at the world's premier airline!The Associate Software Development Engineers build code by using core agile practices suchas ""keep it simple,"" test-driven development (TDD), continuous integration, polyglot programming, and microservice design. A SDE focuses on developing and implementing modernized specialized business applications, deploying to development, test, staging, and production.Responsibilities include, but are not limited to:Assist in designing, prototyping and demonstrating new features and components of front-end and back-end to users to ensure compliance with requirementsAssisting in the design, implementation and optimization of related approaches, tools and workflows.Collaborate with the technical teams, business teams, and product managers to ensure that the code that is developed meets their vision.Work on a team that crafts the solutions to meet functional and technical requirements.Align to Security/Compliance frameworks and controls requirements.Own quality posture. Write automated tests, ideally before writing code.Write code.Fix problems from the development phase through the production phase, which requires being on call for production support.Benefits and Perks to Help You Keep ClimbingOur culture is rooted in a shared dedication to living our values – Care, Integrity, Resilience, Servant Leadership, and Teamwork – every day, in everything we do. At Delta, our people are our success. At the heart of what we offer is our focus on Sharing Success with Delta employees. Exploring a career at Delta gives you a chance to see the world while earning great compensation and benefits to help you keep climbing along the way:Competitive salary, industry-leading proﬁt sharing program, and performance incentives401(k) with generous company contributions up to 9%Paid time off including vacation, holidays, paid personal time, maternity and parental leaveComprehensive health beneﬁts including medical, dental, vision, short/long term disability and life beneﬁtsFamily care assistance through fertility support, surrogacy and adoption assistance, lactation support, subsidized back-up care, and programs that help with loved ones in all stagesHolistic Wellbeing programs to support physical, emotional, social, and financial health, including access to an employee assistance program offering support for you and anyone in your household, free financial coaching, and extensive resources supporting mental healthDomestic and International space-available flight privileges for employees and eligible family membersCareer development programs to achieve your long-term career goalsWorld-wide partnerships to engage in community service and innovative goals created to focus on sustainability and reducing our carbon footprintBusiness Resource Groups created to connect employees with common interests to promote inclusion, provide perspective and help implement strategiesRecognition rewards and awards through the platform Unstoppable TogetherAccess to over 500 discounts, specialty savings and voluntary benefits through Deltaperks such as car and hotel rentals and auto, home, and pet insurance, legal services, and childcareWhat You Need To Succeed (minimum Qualifications)0-2 years of hands-on experience as a Software Engineer or related technical engineering capacity.Relevant technologies and programming languages including Java/J2EE framework, object oriented programming, design patterns and tools, relational DBs, Oracle/UDB, Linux/Unix, Shell Scripting, MS SQL, Windows OS, JQuery, AngularJS, Swagger and SpringbootKnowledge of Agile Methodologies is required, while practical application is highly preferred.Working or formal training in the full Software Development Lifecycle, building CI/CD pipelines and practicing Test Driven Development is required.Fundamental Awareness of Application Security principles or formal training in Information Security is required.Experience with source control, build tools and GIT (GitHub, Bitbucket or other) is required.Consistently prioritizes safety and security of self, others, and personal data.Embraces diverse people, thinking, and styles.Possesses a high school diploma, GED, or high school equivalency.Is at least 18 years of age and has authorization to work in the United States.What Will Give You a Competitive Edge (preferred Qualifications)Bachelors Degree in Computer Science, Information Systems or related field.Technical Experience working with DevOps principles, practices, and tools in an enterprise technology environment.Knowledge of software within an Amazon Web Services (AWS) cloud infrastructure or other cloud solutionShow moreShow less",https://www.linkedin.com/jobs/view/associate-software-development-engineer-at-delta-air-lines-3987648731?position=6&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=A9BE33LcDSI7S4s1AYlEEA%3D%3D&trk=public_jobs_jserp-result_search-card
132,Bookkeeper Accountant,Oles + Associates LLC,"Columbus, Ohio Metropolitan Area",Related to grapgics design,https://www.linkedin.com/jobs/view/bookkeeper-accountant-at-oles-%2B-associates-llc-3997395184?position=7&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=cMqJzDIrf5fAznpDQusMLA%3D%3D&trk=public_jobs_jserp-result_search-card
133,Accounting Assistant,Accounting Resources,Greater St. Louis,"$$$ RESPONSIBILITIES:Implement and manage a database of subcontractors’ certificates of insurance. Ensure the insurance limits conveyed in certificates meet the limits listed in subcontract terms and that insurance policies have not expired. Make requests for new certificates when appropriate.Participate in weekly payroll processing tasks and payroll tax, union and any other payroll related reporting requirements.Support the accounts payable function with invoice and check processing tasks.Assist in the preparation of various annual governmental and business license renewals.Other projects or duties as deemed necessary.REQUIREMENTS:Experience with general accounting, payroll and accounts payableExperience in the construction field is a plusProficiency with Microsoft Word and ExcelDetail orientedShow moreShow less",https://www.linkedin.com/jobs/view/accounting-assistant-at-accounting-resources-3991374969?position=8&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=k9LpnV6aPROotiLOyxNyCw%3D%3D&trk=public_jobs_jserp-result_search-card
134,Junior Software Development Engineer,HireMeFast LLC,"Florida City, FL",Related to grapgics design,https://www.linkedin.com/jobs/view/junior-software-development-engineer-at-hiremefast-llc-3997294750?position=9&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=moCQpk9e8z34XaPmNa8IdQ%3D%3D&trk=public_jobs_jserp-result_search-card
135,Accounting Clerk,Stardom Employment Consultants,"Fresno, CA","$$$ Job Description:The Accounting Clerk will be responsible for providing support to our accounting department. This role involves performing a variety of accounting, bookkeeping, and financial tasks to ensure our company's financial records are accurate and up to date.Key Responsibilities:Process accounts payable and receivable transactionsPrepare and post journal entriesReconcile bank and credit card statementsMaintain accurate financial records and ensure proper documentationAssist with month-end and year-end close processesHandle invoice processing, including 2-way and 3-way matchingPrepare and mail checks, process deposits, and manage cash applicationsGenerate and review aging reports, and conduct follow-up communications for collectionsAssist in the preparation of financial reports and analysesPerform data entry and maintain the general ledgerAssist with payroll processing as neededCommunicate with vendors and customers to resolve invoice discrepancies and inquiriesSupport the accounting team with ad hoc tasks and projectsQualifications:High school diploma or equivalent; Associates degree in Accounting or related field preferredProven 2+ years of experience as an Accounting Clerk or similar roleProficiency in Microsoft Office Suite, especially ExcelPrevious experience in the agricultural industry is highly preferred.Experience with accounting software (e.g., QuickBooks, SAP, Famous, etc.) is a plusStrong attention to detail and accuracyExcellent organizational and time management skillsAbility to work independently and as part of a teamStrong communication skills, both written and verbalAbility to handle sensitive information with confidentiality and integrityShow moreShow less",https://www.linkedin.com/jobs/view/accounting-clerk-at-stardom-employment-consultants-3992848006?position=10&pageNum=20&refId=yXWX0S6K0lONqumoXR6INQ%3D%3D&trackingId=huLEdvqbgVEW%2BQz89R4xAw%3D%3D&trk=public_jobs_jserp-result_search-card
136,Software Engineer,Marathon TS,"Colorado Springs, CO","$$$ A large government client of Marathon TS is seeking an experienced Software Engineer to join their team for an exciting opportunity.Education RequirementsEmerging authority typically with an advanced degree and 7+ years experience or bachelors with 9+ years experience or equivalent; applies extensive expertise; solves complex problems that require the regular use of ingenuity and creativity.Position DescriptionThe Software Engineer should understand the software development life cycle. The Software Engineer should understand object-oriented software development and automated testing. The ability to analyze high level needs and define a structured and logical approach to refine the capability into an integrated set of requirements that lead to a fielded product would be a significant addition. The Software Engineer should communicate effectively, clearly present technical approaches and findings, and have experience in writing and implementing project reports, plans and status. The software engineer is expected to have the following professional practical experience: 3+ years of Java development experience writing unit-testable operational code and unit tests exercising said code. 2+ years in a Linux-based (preferably Red Hat / CentOS / Oracle Linux) environment. 2+ years with GIT in Linux. 2+ years with Jira and Confluence. 1+ years of software modeling using UML. 1+ years writing & presenting technical documentation to audiences ranging from team members to non-technical customers REQUIRED THEORETICAL EXPERIENCE Object-Oriented paradigms Software Design Patterns#CJJOBSMarathon TS is committed to the development of a creative, diverse and inclusive work environment. In order to provide equal employment and advancement opportunities to all individuals, employment decisions at Marathon TS will be based on merit, qualifications, and abilities. Marathon TS does not discriminate against any person because of race, color, creed, religion, sex, national origin, disability, age or any other characteristic protected by law (referred to as ""protected status"").Show moreShow less",https://www.linkedin.com/jobs/view/software-engineer-at-marathon-ts-3994517012?position=1&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=aG9xH2JmlqQ9lMSxjaKBHw%3D%3D&trk=public_jobs_jserp-result_search-card
137,Software Engineer,Microsoft,"Redmond, WA",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-at-microsoft-3994962744?position=2&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=FQ8C%2F58nbKgY6aTUaZeILA%3D%3D&trk=public_jobs_jserp-result_search-card
138,Accounting Assistant with QuickBooks,NorthPoint Search Group,"Raleigh, NC",Related to grapgics design,https://www.linkedin.com/jobs/view/accounting-assistant-with-quickbooks-at-northpoint-search-group-3993925376?position=3&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=3n9fDLLhYvoiOvFix7BsWA%3D%3D&trk=public_jobs_jserp-result_search-card
139,"Software Engineer, Frontend",Docusign,"San Francisco, CA",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-frontend-at-docusign-3994380262?position=4&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=J5mhtsf7yGeDZrHwJ6FB1g%3D%3D&trk=public_jobs_jserp-result_search-card
140,Senior Software Engineer,The Home Depot,"Atlanta, GA",Related to grapgics design,https://www.linkedin.com/jobs/view/senior-software-engineer-at-the-home-depot-3994983162?position=5&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=44p0itgBN6XQrhgqlwGSXw%3D%3D&trk=public_jobs_jserp-result_search-card
141,Accounting Clerk,Formula 1 Las Vegas Grand Prix,"Las Vegas, NV","$$$ COMPANY OVERVIEW:Las Vegas Grand Prix, Inc. (“LVGP” or the “Company”) is the promoter and operatorof the Formula 1 Las Vegas Grand Prix, which takes place annually with the next grand prix inNovember 2024. LVGP has an exciting role available for an Accounting Clerk, reporting to the Manager of Finance.SUMMARY OF JOB:As part of the Finance group, this position will assist with the Accounts Payable (A/P) function, including managing vendor relationships, receiving, coding, processing and payment of expenses, reconcile general ledger accounts, assists in the monthly and quarterly close processes, and supports various departments in expense analysis.ESSENTIAL FUNCTIONS (INCLUDE WITHOUT LIMITATION):Process accounts payables, including but not limited to preparing vendor onboarding documentation, performing independent bank verifications, and processing invoices and payment batches accurately and in a timely manner.Reconcile vendor statements; Prepares, maintains, and reports on records of accounts payables, including processed, pending, and overdue invoices.Code and review invoices for accuracy, appropriate documentation, approvals, and tax rates.Maintain vendor database with contact and payment information.Respond, research, and resolve vendor issues, open items, and past due balances.Stay informed of updates to accounts payable rules and regulations including but not limited to 1099 requirements.Classify documents that require knowledge in determining proper classification of accounting codes and expenditure codes.Assist Accounting team in determining proper classification of invoices to appropriate general ledger accounts.Ensures all records are stored in accordance with company and department policy and procedures.Respond promptly to vendor inquiries in a professional and friendly manner.Produce statements and reports that require utilization of a wide range of sources.Assist with identifying areas of process improvements and help implement solutions.Special projects as necessarySKILLS AND EXPERIENCE:AA or BS/BA in accounting or related field or equivalent experience.At least 3 years of experience in accounting and payables processing preferred.Ability to gather and analyze information quickly and accurately.Ability to communicate effectively, both orally and in writing.Work under pressure, both independently land in collaboration with others, in order to meet deadlines.Ability to maintain confidentiality and strong ethical standards.Ability to make well-informed decisions and exercise good judgment and discretion in a fast-paced environment and in a variety of situations, including in the absence of express direction.Excellent computer skills, including proficiency in Microsoft Dynamics 365, Word, Excel, and Outlook preferred.Ability to work in an organized fashion, manage time effectively, take initiative, meet deadlines and multitask.Ability to interact positively with co-workers, supervisors, Company personnel, outside vendors and third parties.Ability to use a computer for extended periods of time and a telephone frequently.Ability to quickly understand and comply with Company policies, procedures and practices.Las Vegas Grand Prix, Inc. provides equal employment opportunities to all employees and applicants for employment. All employment decisions are based on business needs, job requirements, and individual qualifications without regard to race, color, religion, age, sex (including pregnancy), parental status, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.Show moreShow less",https://www.linkedin.com/jobs/view/accounting-clerk-at-formula-1-las-vegas-grand-prix-3987685903?position=6&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=wvvfdgNDyZC6XB7UUtl68g%3D%3D&trk=public_jobs_jserp-result_search-card
142,Junior Software Engineer,mthree,New York City Metropolitan Area,Related to grapgics design,https://www.linkedin.com/jobs/view/junior-software-engineer-at-mthree-3994103582?position=7&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=FTwm7NV5iyrRYt3qQhCVeQ%3D%3D&trk=public_jobs_jserp-result_search-card
143,Software Engineer - Entry Level 2025,"Belvedere Trading, LLC","Chicago, IL","$$$ Belvedere Trading is a leading proprietary trading firm proudly headquartered in downtown Chicago. Our traders work hard to provide liquidity to the market through their market-making activities and are the masters of a diverse set of commodities, interest rates, exchange-traded funds (ETF), and equity index options. From the beginning, we began iteratively investing in our proprietary technology and committing to building our systems from the ground up. Our trading models and software systems are continually re-engineered, optimized, and maintained to stay on top of the industry. This wouldn’t be possible without the dedicated efforts of our technology teams who utilize and perfect our innovative technology solutions.High-performance proprietary development is the source of our success and competitive advantage at Belvedere, further fueling our passion for performance. We are a team driven by intellectual curiosity, seeking answers that will change not only how we trade in this technological age, but also the future landscape of the trading industry. We place a high premium on defining, developing, and deploying high-performance trading software using a team-based, holistic development approach. We look for passionate team members that excel and their contribution is critical to our continued success.At Belvedere Trading, our pragmatic Software Engineers develop our low latency, high-performance, proprietary trading systems. They participate in all aspects of our software development lifecycle, from design to testing to deployment, and have both a love of technology and a demonstrated interest in the financial markets. We’re looking for graduating seniors who fit this bill.Don’t know a lot about finance or trading? No sweat. Belvedere Trading University (BTU) program will teach you everything you need to know once you join the team.What Our Software Engineers DoStrong development – enhance the proprietary trading software platform that our traders use every day and deliver software solutions to drive business needsDesign, implement, and debug complex low latency trading applicationsEfficient programming – Balance optimization and readability to create efficient and extendable applicationsPartner with team members to ensure that our software meets requirements and follows Belvedere's coding standards, which ensures that it fits into our architecture and has proper automated testingCommunicate with project managers and team leadership to develop work strategiesCollaborate – Work in a collaborative team environment which encourages constant learning and innovation from all levels of the company to build the future of technology and financeBTU – Participate in our in-house learning and development curriculum via peer-led lectures to obtain knowledge about the fundamentals of trading and our proprietary trading systemsKey qualities in great candidatesHigh performer – Experience with all phases of the Software Development Lifecycle, preferably with an object-oriented programming language such as C++, C#, or JavaProblem solver – Understanding when to use the right tool for the jobInnovative – Ability to optimize and design low latency softwareOwnership – Thrive in a collaborative, entrepreneurial environmentIntellectual curiosity and passion – Desire to continuously learn in a team environment and solve challenging problemsStrong Communication – Effectively communicate project updates to teammates and product managersAbility to live in or relocate to Chicago. Applicants for this position will be considered for the Chicago location onlyGraduation date of December 2024 or May/June 2025 (start date of fall 2025)Extra credit: Experience with hardware optimization and/or the financial industry!Women and underrepresented groups frequently apply to jobs only if they meet 100% of the qualifications.We encourage you to break that mold and apply. No candidate is perfect; all have a lot to offer.We welcome your application.Core ValuesThe secret to our award-winning culture is our Core Values: Team Belvedere, Me In Team, Own It, Iterative Innovation, and Passionate Discourse. We live and breathe these values every day.Our StanceBelvedere is an Equal Opportunity Employer and is committed to providing a non-discriminatory employment environment for its employees. Discrimination against employees and applicants due to race, color, religion, sex, national origin, disability, age, military, and veteran status is prohibited. Belvedere encourages initiatives to increase diversity and provide equal opportunity to all applicants and employees. Belvedere is committed to providing a positive environment in which team members are treated with respect, dignity, and courtesy. Our firm believes in a dynamic culture of inclusion and diversity, where people thrive on individual and organizational characteristics, values, experiences, and backgrounds.Please note that Belvedere Trading does not accept unsolicited resumes from search firms or employment agencies. Any unsolicited resumes will become the property of Team Belvedere. No phone calls, please.Any questions regarding the virtual recruiting process, please reach out to recruiting@belvederetrading.com.Work Schedule:Regular and reliable attendance during standard business hours with the ability to be on-site prior to the start of business on occasionAmount of Travel Required:NoneSponsorship: YesShow moreShow less",https://www.linkedin.com/jobs/view/software-engineer-entry-level-2025-at-belvedere-trading-llc-3997387285?position=8&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=%2FkbpnLuPGTcI0x2OrpddNw%3D%3D&trk=public_jobs_jserp-result_search-card
144,"Senior Software Engineer, Frontend",Brex,"Seattle, WA","$$$ Why join usBrex is the AI-powered spend platform. We help companies spend with confidence with integrated corporate cards, banking, and global payments, plus intuitive software for travel and expenses. Tens of thousands of companies from startups to enterprises — including DoorDash, Flexport, and Compass — use Brex to proactively control spend, reduce costs, and increase efficiency on a global scale.Working at Brex allows you to push your limits, challenge the status quo, and collaborate with some of the brightest minds in the industry. We’re committed to building a diverse team and inclusive culture and believe your potential should only be limited by how big you can dream. We make this a reality by empowering you with the tools, resources, and support you need to grow your career.Engineering at BrexThe Engineering team includes Data, IT, Security, and Software, and is responsible for building innovative products and infrastructure for both internal and external users. We have multiple autonomous and collaborative teams who are eager to learn, teach, and constantly improve how things work. Together, we strive to build robust and scalable systems that enable Brex to grow rapidly and help our customers reach their full potential.What You’ll DoYou will be working across the entire Brex stack, creating and maintaining new products and experiences for our customers. You will have the opportunity to learn and push the frontier of providing the best financial software experience to help companies grow. You’ll be encouraged to be metric and data-driven and to think creatively to help Brex scale and get prepared for the new markets we are about to enter. We’re looking for folks with a track record of leading complex technical frontend projects with many moving pieces. In this role, you’ll have the opportunity to drive direct business impact and shape our long-term technical vision with a high quality bar.ResponsibilitiesWork with engineers across the company to build new features and productsWork side-by-side with user-facing teams (Sales, Support) to best understand the needs of our customersOwn problems end-to-end, thinking through everything from user experience, data models, scalability, operability, and ongoing metricsBe product-focused and work heavily with both Product & Design to iterate and develop a holistic solutionBe responsible for the full software development lifecycle: design, development, testing, and operating in productionUphold our high engineering standards and bring consistency to the codebases, infrastructure, and processes you will encounterMentor software engineers and set the standard for the next generation of Brex engineersBe performance-minded and help drive changes to optimize our performance and create high-quality, performant UIsProactively identify and prioritize improvements to the team’s processes, codebases, and best practicesRequirementsExperience architecting, developing, and testing client-side codeExperience with modern web tooling and frameworks (such as TypeScript, React, Apollo, Storybook, and Webpack)Familiarity with software engineering development cyclesAbility to hold yourself and the team to high standardsStrong communication (written and verbal) and interpersonal skillsAbility to provide in-depth evaluation of multiple technical directions and determine tradeoffs of eachStrong propensity to make data-driven decisions on technical architecture and project prioritizationEnglish proficiency/fluency, both written and speaking (note: interviews will be conducted in English)Must be willing to work in office 2 days per week on Wednesday and ThursdayBonus pointsExperience collaborating with experts in product, design, and operationsBasic experience with design toolsExperience driving initiatives at a broader level across an organization or companyCompensationThe expected salary range for this role is $192,000 - $240,000 USD. However, the starting base pay will depend on a number of factors including the candidate’s location, skills, experience, market demands, and internal pay parity. Depending on the position offered, equity and other forms of compensation may be provided as part of a total compensation package.Please be aware, job-seekers may be at risk of targeting by malicious actors looking for personal data. Brex recruiters will only reach out via LinkedIn or email with a brex.com domain. Any outreach claiming to be from Brex via other sources should be ignored.Show moreShow less",https://www.linkedin.com/jobs/view/senior-software-engineer-frontend-at-brex-3997641330?position=9&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=kx2BWUhH28ScybdIZ5bwkw%3D%3D&trk=public_jobs_jserp-result_search-card
145,Accounting Manager,Amalgamated Sugar Company,"Twin Falls, ID",Related to grapgics design,https://www.linkedin.com/jobs/view/accounting-manager-at-amalgamated-sugar-company-3995429796?position=10&pageNum=22&refId=4QaF3EHXwyy25n7z2idJUw%3D%3D&trackingId=5QXJ5mHEnFAT1IGAaSzCPg%3D%3D&trk=public_jobs_jserp-result_search-card
146,Senior Software Engineer,Team Remotely Inc,"Providence, RI","$$$ This is a remote position.Senior Software Engineer(3-5 year experience, remote)Be part of our future! This job posting builds our talent pool for potential future openings. We'll compare your skills and experience against both current and future needs. If there's a match, we'll contact you directly. No guarantee of immediate placement, and we only consider applications from US/Canada residents during the application process.Hiring Type:Full-TimeBase Salary:$111K-$121K Per Annum.BriefA highly skilled Senior Full Stack Engineer with a passion for designing and developing scalable, high-performance, and reliable backend systems.Responsibilities:Design, develop and maintain high-performance and scalable backend systemsCollaborate with cross-functional teams to identify and implement solutions to improve system performance and reliabilityDevelop and maintain APIs and microservicesWrite clean, maintainable, and well-documented codeImplement and maintain automated testsContinuously improve the architecture and infrastructure of the backend systemsTroubleshoot and resolve production issuesRequirements:Bachelor's or Master's degree in Computer Science or relevant experienceMinimum of 5 years of experience in Python, React, Docker, AWS, MongoDBStrong understanding of software engineering principles and best practicesExperience with designing and developing RESTful APIs (FastAPI) and microservicesExperience with AWS services such as ECS, Lambda, RDS, and S3Experience with containerization using DockerExperience with database design and management using MongoDB and SnowflakeStrong problem-solving skillsExcellent written and verbal communication skillsJava -nice to haveBenefitsMedical and prescription drug benefitsHealth savings accounts or flexible spending accountsDental plans and vision benefitsBasic life and AD&D Benefits401k retirement planShort and Long Term DisabilityEducation benefitsPaid parental leavePaid time offShow moreShow less",https://www.linkedin.com/jobs/view/senior-software-engineer-at-team-remotely-inc-3997236397?position=1&pageNum=25&refId=P9dZp7iu7iqVzD5fYZQHDQ%3D%3D&trackingId=MUdKc1yGyT5%2Bz4OH7Ka1Pg%3D%3D&trk=public_jobs_jserp-result_search-card
147,Internal Bookkeeper/Accountant (work from home),"Corporate F.A.C.T.S., Inc.",United States,Related to grapgics design,https://www.linkedin.com/jobs/view/internal-bookkeeper-accountant-work-from-home-at-corporate-f-a-c-t-s-inc-3994927696?position=2&pageNum=25&refId=P9dZp7iu7iqVzD5fYZQHDQ%3D%3D&trackingId=qA3VLJS2LbKsJohQUMPaRg%3D%3D&trk=public_jobs_jserp-result_search-card
148,Software Engineer,TechTammina LLC,"New York, NY",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-at-techtammina-llc-3997292659?position=3&pageNum=25&refId=P9dZp7iu7iqVzD5fYZQHDQ%3D%3D&trackingId=JBYUBj2ZKjqgyOt7kp%2F02A%3D%3D&trk=public_jobs_jserp-result_search-card
149,"Software Engineer III, Gemini",Google,"Mountain View, CA",Related to grapgics design,https://www.linkedin.com/jobs/view/software-engineer-iii-gemini-at-google-3995441458?position=4&pageNum=25&refId=P9dZp7iu7iqVzD5fYZQHDQ%3D%3D&trackingId=nRsZBApyiwcJ3OxYJmQo3Q%3D%3D&trk=public_jobs_jserp-result_search-card
150,QA Software Engineer - Mid-Level,HFD,"Bakersfield, CA",Related to grapgics design,https://www.linkedin.com/jobs/view/qa-software-engineer-mid-level-at-hfd-3997849455?position=5&pageNum=25&refId=P9dZp7iu7iqVzD5fYZQHDQ%3D%3D&trackingId=0E675YIct6HQJMeQqcYlDw%3D%3D&trk=public_jobs_jserp-result_search-card
